paper_id,condition,counterfactual_type,group,free_ok,structured_ok,free_words,structured_words,free_latency_sec,structured_latency_sec,rating_1_10,confidence_1_5,n_strengths,n_weaknesses,n_methodological_flaws,error_free,error_structured
ICLR.cc_2025%lLkgj7FEtZ,blueprint_conclusion,blueprint_conclusion,Logic-Perturbed,True,True,1782,882,26.624929428100586,15.425624132156372,5,4,6,10,8,,
ICLR.cc_2025%lLkgj7FEtZ,blueprint_finding,blueprint_finding,Logic-Perturbed,True,True,2274,837,33.01923966407776,15.241819143295288,6,4,6,10,8,,
ICLR.cc_2025%lLkgj7FEtZ,blueprint_result,blueprint_result,Logic-Perturbed,True,True,2163,870,32.63219118118286,16.761603116989136,5,4,6,10,8,,
NeurIPS.cc_2024%2cQ3lPhkeO,Original,none,Baseline,True,True,1844,833,29.65468668937683,15.79167652130127,5,4,5,6,10,,
NeurIPS.cc_2024%2cQ3lPhkeO,active_passive,active_passive,Format-Perturbed,True,True,1733,806,26.08435344696045,13.487069845199585,6,4,5,7,8,,
NeurIPS.cc_2024%2cQ3lPhkeO,british_american,british_american,Format-Perturbed,True,True,1721,774,27.66768503189087,18.56444501876831,6,4,5,8,8,,
NeurIPS.cc_2024%2cQ3lPhkeO,language_error,language_error,Format-Perturbed,True,True,1915,764,28.760916471481323,12.81649923324585,6,4,5,8,6,,
NeurIPS.cc_2024%2cQ3lPhkeO,paper_layout,paper_layout,Format-Perturbed,True,True,1864,817,28.93821382522583,15.459261655807495,6,4,6,6,8,,
NeurIPS.cc_2024%2cQ3lPhkeO,blueprint_conclusion,blueprint_conclusion,Logic-Perturbed,True,True,2013,726,30.41889476776123,14.712678670883179,6,4,6,7,9,,
NeurIPS.cc_2024%2cQ3lPhkeO,blueprint_finding,blueprint_finding,Logic-Perturbed,True,True,1858,865,29.117687225341797,14.924624919891357,6,4,6,8,10,,
NeurIPS.cc_2024%2cQ3lPhkeO,blueprint_result,blueprint_result,Logic-Perturbed,True,True,1913,726,30.170633792877197,14.008410692214966,6,4,6,6,8,,
NeurIPS.cc_2024%4mxzxYhMuN,Original,none,Baseline,True,True,1929,884,33.07425355911255,16.67668867111206,7,4,6,8,8,,
NeurIPS.cc_2024%4mxzxYhMuN,active_passive,active_passive,Format-Perturbed,True,True,2204,832,34.398207664489746,15.750345468521118,6,4,5,7,9,,
NeurIPS.cc_2024%4mxzxYhMuN,british_american,british_american,Format-Perturbed,True,True,2059,764,35.47974371910095,14.98462700843811,6,3,7,7,8,,
NeurIPS.cc_2024%4mxzxYhMuN,language_error,language_error,Format-Perturbed,True,True,1812,745,32.814069509506226,14.32822036743164,6,4,5,6,8,,
NeurIPS.cc_2024%4mxzxYhMuN,paper_layout,paper_layout,Format-Perturbed,True,True,1882,721,31.846147298812866,13.371119499206543,7,4,5,6,7,,
NeurIPS.cc_2024%4mxzxYhMuN,blueprint_conclusion,blueprint_conclusion,Logic-Perturbed,True,True,1799,701,29.317638874053955,12.72768759727478,6,4,6,6,7,,
NeurIPS.cc_2024%4mxzxYhMuN,blueprint_finding,blueprint_finding,Logic-Perturbed,True,True,2064,762,31.71212863922119,13.723405122756958,6,4,5,7,7,,
NeurIPS.cc_2024%4mxzxYhMuN,blueprint_result,blueprint_result,Logic-Perturbed,True,True,2108,667,34.07307457923889,12.291094303131104,6,4,5,6,6,,
NeurIPS.cc_2024%5Hdg5IK18B,Original,none,Baseline,True,True,1992,786,35.006083965301514,14.981997728347778,4,4,5,10,10,,
NeurIPS.cc_2024%5Hdg5IK18B,active_passive,active_passive,Format-Perturbed,True,True,2107,895,31.537314653396606,15.958503723144531,4,3,6,10,8,,
NeurIPS.cc_2024%5Hdg5IK18B,british_american,british_american,Format-Perturbed,True,True,2120,831,34.453813314437866,16.247629404067993,5,3,5,8,8,,
NeurIPS.cc_2024%5Hdg5IK18B,language_error,language_error,Format-Perturbed,True,True,1929,859,32.0401656627655,18.025676250457764,4,3,5,8,8,,
NeurIPS.cc_2024%5Hdg5IK18B,paper_layout,paper_layout,Format-Perturbed,True,True,1926,815,29.5826313495636,13.618642091751099,4,3,5,8,7,,
NeurIPS.cc_2024%5Hdg5IK18B,blueprint_conclusion,blueprint_conclusion,Logic-Perturbed,True,True,2004,803,32.495625734329224,14.139845609664917,4,4,5,8,8,,
NeurIPS.cc_2024%5Hdg5IK18B,blueprint_finding,blueprint_finding,Logic-Perturbed,True,True,1871,820,26.81352996826172,14.654834032058716,4,3,5,9,8,,
NeurIPS.cc_2024%5Hdg5IK18B,blueprint_result,blueprint_result,Logic-Perturbed,True,True,2031,844,34.36345195770264,14.200015783309937,4,4,5,8,8,,
NeurIPS.cc_2024%QtYg4g3Deu,Original,none,Baseline,True,True,1791,762,29.614134311676025,12.443100929260254,6,4,6,8,8,,
NeurIPS.cc_2024%QtYg4g3Deu,active_passive,active_passive,Format-Perturbed,True,True,2002,780,29.491408348083496,13.763316869735718,6,4,6,8,8,,
NeurIPS.cc_2024%QtYg4g3Deu,british_american,british_american,Format-Perturbed,True,True,1693,756,23.96144938468933,12.125608682632446,6,4,6,7,7,,
NeurIPS.cc_2024%QtYg4g3Deu,language_error,language_error,Format-Perturbed,True,True,1665,901,26.625275373458862,15.212660551071167,6,4,6,8,10,,
NeurIPS.cc_2024%QtYg4g3Deu,paper_layout,paper_layout,Format-Perturbed,True,True,2081,767,32.63111901283264,13.702467918395996,6,4,5,8,8,,
NeurIPS.cc_2024%QtYg4g3Deu,blueprint_conclusion,blueprint_conclusion,Logic-Perturbed,True,True,1770,773,23.43553352355957,12.960836410522461,6,4,6,7,8,,
NeurIPS.cc_2024%QtYg4g3Deu,blueprint_finding,blueprint_finding,Logic-Perturbed,True,True,1773,806,27.431456565856934,15.882582902908325,6,4,6,8,8,,
NeurIPS.cc_2024%QtYg4g3Deu,blueprint_result,blueprint_result,Logic-Perturbed,True,True,1878,839,26.984190702438354,12.871965646743774,6,4,6,8,8,,
NeurIPS.cc_2024%SAZeQV2PtT,Original,none,Baseline,True,True,1839,808,29.755170106887817,14.251954317092896,7,3,6,6,7,,
NeurIPS.cc_2024%SAZeQV2PtT,active_passive,active_passive,Format-Perturbed,True,True,1941,755,29.853400230407715,12.756986856460571,7,4,7,7,6,,
NeurIPS.cc_2024%SAZeQV2PtT,british_american,british_american,Format-Perturbed,True,True,1897,684,29.33673405647278,11.702571392059326,8,4,6,5,5,,
NeurIPS.cc_2024%SAZeQV2PtT,language_error,language_error,Format-Perturbed,True,True,1753,753,27.6550076007843,13.016898155212402,7,4,6,6,6,,
NeurIPS.cc_2024%SAZeQV2PtT,paper_layout,paper_layout,Format-Perturbed,True,True,1770,771,30.190351009368896,13.0196852684021,7,4,6,5,5,,
NeurIPS.cc_2024%SAZeQV2PtT,blueprint_conclusion,blueprint_conclusion,Logic-Perturbed,True,True,1483,669,23.392934799194336,11.435142755508423,7,4,7,5,5,,
NeurIPS.cc_2024%SAZeQV2PtT,blueprint_finding,blueprint_finding,Logic-Perturbed,True,True,1512,746,22.76482319831848,12.341878652572632,7,4,6,6,5,,
NeurIPS.cc_2024%SAZeQV2PtT,blueprint_result,blueprint_result,Logic-Perturbed,True,True,1604,681,25.122413396835327,12.135882377624512,7,4,6,6,6,,
NeurIPS.cc_2024%bPuYxFBHyI,Original,none,Baseline,True,True,1983,1173,29.541205406188965,21.168896436691284,4,3,6,6,16,,
NeurIPS.cc_2024%bPuYxFBHyI,active_passive,active_passive,Format-Perturbed,True,True,2160,980,33.50098991394043,17.488763332366943,5,3,6,6,9,,
NeurIPS.cc_2024%bPuYxFBHyI,british_american,british_american,Format-Perturbed,True,True,2016,910,29.4614839553833,15.432705640792847,6,3,6,6,8,,
NeurIPS.cc_2024%bPuYxFBHyI,language_error,language_error,Format-Perturbed,True,True,2161,892,35.35757374763489,16.32710313796997,5,3,6,6,7,,
NeurIPS.cc_2024%bPuYxFBHyI,paper_layout,paper_layout,Format-Perturbed,True,True,2200,1028,34.44727849960327,19.76072406768799,6,3,7,7,9,,
NeurIPS.cc_2024%bPuYxFBHyI,blueprint_conclusion,blueprint_conclusion,Logic-Perturbed,True,True,2055,1036,34.21480870246887,18.02143120765686,5,3,6,6,9,,
NeurIPS.cc_2024%bPuYxFBHyI,blueprint_finding,blueprint_finding,Logic-Perturbed,True,True,2299,970,35.27364230155945,17.576284885406494,6,3,6,6,8,,
NeurIPS.cc_2024%bPuYxFBHyI,blueprint_result,blueprint_result,Logic-Perturbed,True,True,2078,946,30.750622987747192,15.995865106582642,6,3,6,6,8,,
NeurIPS.cc_2024%oPFjhl6DpR,Original,none,Baseline,True,True,1947,754,29.837283611297607,14.782131671905518,4,4,5,7,10,,
NeurIPS.cc_2024%oPFjhl6DpR,active_passive,active_passive,Format-Perturbed,True,True,2208,891,35.04047632217407,14.232662916183472,4,4,5,8,7,,
NeurIPS.cc_2024%oPFjhl6DpR,british_american,british_american,Format-Perturbed,True,True,2076,816,29.759949445724487,12.529311895370483,4,4,5,8,7,,
NeurIPS.cc_2024%oPFjhl6DpR,language_error,language_error,Format-Perturbed,True,True,1928,724,28.502553462982178,12.122752904891968,4,3,5,8,8,,
NeurIPS.cc_2024%oPFjhl6DpR,paper_layout,paper_layout,Format-Perturbed,True,True,1980,777,27.174052953720093,12.796267032623291,5,4,5,8,7,,
NeurIPS.cc_2024%oPFjhl6DpR,blueprint_conclusion,blueprint_conclusion,Logic-Perturbed,True,True,2120,748,32.21795105934143,12.117217540740967,4,4,5,8,7,,
NeurIPS.cc_2024%oPFjhl6DpR,blueprint_finding,blueprint_finding,Logic-Perturbed,True,True,1998,775,30.32814359664917,12.149065256118774,4,4,5,8,8,,
NeurIPS.cc_2024%oPFjhl6DpR,blueprint_result,blueprint_result,Logic-Perturbed,True,True,1971,726,29.65471053123474,11.501324892044067,4,4,5,8,8,,
