paper_id,condition,counterfactual_type,group,free_ok,structured_ok,free_chars,rating_1_10,confidence_1_5,n_strengths,n_weaknesses,n_soundness_issues,error_free,error_structured,free_extracted_rating,free_n_soundness_issues,judge_error
NeurIPS.cc_2024%5Hdg5IK18B,paper_layout,paper_layout,Format-Perturbed,True,True,14436,7,3,6,8,5,,,4.0,7.0,
NeurIPS.cc_2024%5Hdg5IK18B,blueprint_conclusion,blueprint_conclusion,Logic-Perturbed,True,True,13977,6,4,6,8,6,,,3.0,15.0,
NeurIPS.cc_2024%5Hdg5IK18B,blueprint_finding,blueprint_finding,Logic-Perturbed,True,True,14756,7,3,6,8,6,,,4.0,8.0,
NeurIPS.cc_2024%5Hdg5IK18B,blueprint_result,blueprint_result,Logic-Perturbed,True,True,14290,6,3,6,8,6,,,3.0,7.0,
NeurIPS.cc_2024%QtYg4g3Deu,Original,none,Baseline,True,True,11797,7,4,7,8,6,,,6.0,7.0,
NeurIPS.cc_2024%QtYg4g3Deu,active_passive,active_passive,Format-Perturbed,True,True,12206,7,4,7,7,6,,,6.0,12.0,
NeurIPS.cc_2024%QtYg4g3Deu,british_american,british_american,Format-Perturbed,True,True,14425,7,4,6,7,5,,,4.0,6.0,
NeurIPS.cc_2024%QtYg4g3Deu,language_error,language_error,Format-Perturbed,True,True,12033,7,4,7,8,6,,,3.0,7.0,
NeurIPS.cc_2024%QtYg4g3Deu,paper_layout,paper_layout,Format-Perturbed,True,True,14340,7,4,6,8,6,,,3.0,8.0,
NeurIPS.cc_2024%QtYg4g3Deu,blueprint_conclusion,blueprint_conclusion,Logic-Perturbed,True,True,14776,7,4,6,6,6,,,3.0,8.0,
NeurIPS.cc_2024%QtYg4g3Deu,blueprint_finding,blueprint_finding,Logic-Perturbed,True,True,12500,7,4,7,8,6,,,3.0,6.0,
NeurIPS.cc_2024%QtYg4g3Deu,blueprint_result,blueprint_result,Logic-Perturbed,True,True,12520,8,4,6,7,6,,,4.0,8.0,
NeurIPS.cc_2024%SAZeQV2PtT,Original,none,Baseline,True,True,10017,8,4,6,5,4,,,6.0,3.0,
NeurIPS.cc_2024%SAZeQV2PtT,active_passive,active_passive,Format-Perturbed,True,True,12175,8,4,6,5,5,,,7.0,3.0,
NeurIPS.cc_2024%SAZeQV2PtT,british_american,british_american,Format-Perturbed,True,True,11212,8,4,7,6,5,,,7.0,1.0,
NeurIPS.cc_2024%SAZeQV2PtT,language_error,language_error,Format-Perturbed,True,True,11822,8,4,6,5,5,,,6.0,6.0,
NeurIPS.cc_2024%SAZeQV2PtT,paper_layout,paper_layout,Format-Perturbed,True,True,11672,8,4,7,6,4,,,7.0,4.0,
NeurIPS.cc_2024%SAZeQV2PtT,blueprint_conclusion,blueprint_conclusion,Logic-Perturbed,True,True,11406,8,4,7,6,5,,,6.0,0.0,
NeurIPS.cc_2024%SAZeQV2PtT,blueprint_finding,blueprint_finding,Logic-Perturbed,True,True,12007,8,4,6,6,5,,,6.0,4.0,
NeurIPS.cc_2024%SAZeQV2PtT,blueprint_result,blueprint_result,Logic-Perturbed,True,True,11267,8,4,7,6,4,,,7.0,4.0,
NeurIPS.cc_2024%bPuYxFBHyI,Original,none,Baseline,True,True,13825,7,3,7,7,6,,,3.0,6.0,
NeurIPS.cc_2024%bPuYxFBHyI,active_passive,active_passive,Format-Perturbed,True,True,15577,7,3,7,6,6,,,3.0,4.0,
NeurIPS.cc_2024%bPuYxFBHyI,british_american,british_american,Format-Perturbed,True,True,15331,8,4,7,7,5,,,4.0,6.0,
NeurIPS.cc_2024%bPuYxFBHyI,language_error,language_error,Format-Perturbed,True,True,14005,8,4,7,7,5,,,4.0,5.0,
NeurIPS.cc_2024%bPuYxFBHyI,paper_layout,paper_layout,Format-Perturbed,True,True,13410,8,4,7,7,6,,,5.0,5.0,
NeurIPS.cc_2024%bPuYxFBHyI,blueprint_conclusion,blueprint_conclusion,Logic-Perturbed,True,True,13825,7,3,7,7,6,,,3.0,3.0,
NeurIPS.cc_2024%bPuYxFBHyI,blueprint_finding,blueprint_finding,Logic-Perturbed,True,True,14749,8,3,6,6,5,,,6.0,1.0,
NeurIPS.cc_2024%bPuYxFBHyI,blueprint_result,blueprint_result,Logic-Perturbed,True,True,14700,7,3,7,7,5,,,6.0,3.0,
NeurIPS.cc_2024%oPFjhl6DpR,Original,none,Baseline,True,True,14533,6,4,6,8,6,,,3.0,6.0,
NeurIPS.cc_2024%oPFjhl6DpR,active_passive,active_passive,Format-Perturbed,True,True,14219,6,4,6,8,6,,,4.0,8.0,
NeurIPS.cc_2024%oPFjhl6DpR,british_american,british_american,Format-Perturbed,True,True,14266,6,4,6,8,6,,,4.0,9.0,
NeurIPS.cc_2024%oPFjhl6DpR,language_error,language_error,Format-Perturbed,True,True,12277,6,4,6,8,6,,,3.0,9.0,
NeurIPS.cc_2024%oPFjhl6DpR,paper_layout,paper_layout,Format-Perturbed,True,True,16415,6,4,7,8,6,,,3.0,6.0,
NeurIPS.cc_2024%oPFjhl6DpR,blueprint_conclusion,blueprint_conclusion,Logic-Perturbed,True,True,13828,6,3,6,8,5,,,4.0,6.0,
NeurIPS.cc_2024%oPFjhl6DpR,blueprint_finding,blueprint_finding,Logic-Perturbed,True,True,15310,6,4,6,8,6,,,4.0,8.0,
NeurIPS.cc_2024%oPFjhl6DpR,blueprint_result,blueprint_result,Logic-Perturbed,True,True,12982,6,4,6,8,5,,,5.0,10.0,
